0,dadeh-pardaz,داده پرداز پویای شریف,1,3,0.0,3.5,4.1,1716,https://jobguy.ir/company/dadeh-pardaz
0,adad,آوای همراه هوشمند پارس (عدد),0,3,3.1,5.0,4.1,1270,https://jobguy.ir/company/adad
0,irantic,ایرانتیک,0,3,3.0,5.0,2.3,976,https://jobguy.ir/company/irantic
0,tadbir-kish-vira,تدبیر کیش ویرا,0,3,1.8,6.8,3.7,928,https://jobguy.ir/company/tadbir-kish-vira
0,asoo,آسو,0,3,2.0,5.0,1.3,764,https://jobguy.ir/company/asoo
0,shimikaran-jelodar,شیمی کاران جلودار,0,3,1.3,1.4,1.5,937,https://jobguy.ir/company/shimikaran-jelodar
0,rayvarz-software-engineering-company,مهندسی نرم افزار رایورز,0,3,0.0,5.0,2.8,1031,https://jobguy.ir/company/rayvarz-software-engineering-company
0,setayesh-co,ستایش,0,3,0.0,1.2,1.3,540,https://jobguy.ir/company/setayesh-co
0,faratech-data-processing,داده پردازی فراتک,1,3,1.1,2.8,5.0,1240,https://jobguy.ir/company/faratech-data-processing
0,hermes-sharif,ایده های هوشمند هرمس شریف,0,3,2.5,4.0,4.1,1052,https://jobguy.ir/company/hermes-sharif
0,snappbox,اسنپ باکس,0,2,7.0,14.0,2.2,1596,https://jobguy.ir/company/snappbox
0,digikala,دیجی کالا,2,2,3.0,7.0,4.2,8209,https://jobguy.ir/company/digikala
0,tstonline,تراشه سبز تهران,0,2,2.4,8.0,1.4,209,https://jobguy.ir/company/tstonline
0,taaghche,طاقچه,0,2,6.0,6.0,1.7,729,https://jobguy.ir/company/taaghche
0,system-group,همکاران سیستم,1,2,4.8,5.5,3.8,2998,https://jobguy.ir/company/system-group
0,hasin-technology,گروه حصین,0,2,6.0,9.5,4.7,1704,https://jobguy.ir/company/hasin-technology
0,rayanmehr,رایانمهر,1,2,4.0,6.0,4.5,886,https://jobguy.ir/company/rayanmehr
0,takhfifan,تخفیفان,0,2,5.0,5.0,1.3,1586,https://jobguy.ir/company/takhfifan
0,delta-global,دلتاگلبال,0,2,5.0,5.0,1.9,370,https://jobguy.ir/company/delta-global
0,karnaval,کارناوال,0,2,2.0,6.0,1.9,319,https://jobguy.ir/company/karnaval
0,sana-gostar-sabz,سانا گستر سبز,1,2,3.0,8.0,2.8,1466,https://jobguy.ir/company/sana-gostar-sabz
0,malltina,مالتینا,0,2,5.0,5.0,5.0,374,https://jobguy.ir/company/malltina
0,amn-afzar-gostare-sharif,امن افزار گستر شریف,0,2,3.0,3.0,3.2,312,https://jobguy.ir/company/amn-afzar-gostare-sharif
0,tapsell,تپسل,1,2,3.7,4.7,2.6,835,https://jobguy.ir/company/tapsell
0,miare,میاره,0,2,1.4,5.5,2.2,660,https://jobguy.ir/company/miare
0,douran-information-technologies,داده پردازان دوران,1,2,6.0,6.0,4.3,860,https://jobguy.ir/company/douran-information-technologies
0,esafar,سفرهای الکترونیک (ایسفر),0,2,7.0,7.0,1.8,393,https://jobguy.ir/company/esafar
0,ariabeniz,آریا بنیز,0,2,2.5,5.2,1.9,1050,https://jobguy.ir/company/ariabeniz
0,gsm-group,گروه جی اس ام,0,2,1.6,4.0,1.0,526,https://jobguy.ir/company/gsm-group
0,snappfood,اسنپ فود,4,2,3.0,10.0,2.1,3773,https://jobguy.ir/company/snappfood
0,asan-pardakht,آسان پرداخت,0,2,3.5,11.0,4.3,563,https://jobguy.ir/company/asan-pardakht
0,rahkar-hoshmand-iranian,راهکار هوشمند ایرانیان,2,2,0.0,0.0,0.0,526,https://jobguy.ir/company/rahkar-hoshmand-iranian
0,alibaba,علی بابا,2,2,5.5,6.0,4.7,1710,https://jobguy.ir/company/alibaba
0,nilsoo,نیلسو,0,2,5.0,5.0,5.0,545,https://jobguy.ir/company/nilsoo
0,radcom,رادکام,0,2,3.5,4.0,3.6,399,https://jobguy.ir/company/radcom
0,flawingo,فلاوینگو,1,2,1.0,5.0,2.5,762,https://jobguy.ir/company/flawingo
0,taskulu,تسکولو,0,2,3.0,9.0,3.0,440,https://jobguy.ir/company/taskulu
0,dadeh-kavan-hoshmand-tosan,داده کاوان هوشمند توسن,0,2,2.0,6.0,4.8,841,https://jobguy.ir/company/dadeh-kavan-hoshmand-tosan
0,parnian-pardazesh,پرنیان پردازش پارس,0,2,1.5,1.5,1.2,324,https://jobguy.ir/company/parnian-pardazesh
0,tohfe-food-production,تحفه,0,2,4.0,8.0,2.2,224,https://jobguy.ir/company/tohfe-food-production
0,peyman-pardazesh-niyam,پیمان پردازش نیام,0,2,1.5,2.2,3.9,299,https://jobguy.ir/company/peyman-pardazesh-niyam
0,jahankhodro-qaem,جهان خودرو قائم,0,2,4.0,12.0,2.7,302,https://jobguy.ir/company/jahankhodro-qaem
0,farhikhtegan-javan,فرهیختگان جوان,0,2,2.5,2.5,1.0,193,https://jobguy.ir/company/farhikhtegan-javan
0,aryanic,آریانیک,0,2,4.2,6.0,1.7,418,https://jobguy.ir/company/aryanic
0,daart-digital-agency,آژانس دیجیتال مارکتینگ دارت,0,2,1.7,2.5,1.8,368,https://jobguy.ir/company/daart-digital-agency
0,eghamat-24,اقامت 24,1,2,1.5,5.0,1.7,817,https://jobguy.ir/company/eghamat-24
0,fstream,شبکه اف استریم,0,2,1.0,5.0,3.0,327,https://jobguy.ir/company/fstream
0,shomaran-system,شماران سیستم,0,2,1.5,3.0,1.4,339,https://jobguy.ir/company/shomaran-system
0,parstronic,پارسترونیک,0,2,3.0,3.5,1.0,482,https://jobguy.ir/company/parstronic
0,chartex,چارتکس,0,2,1.6,2.5,1.0,436,https://jobguy.ir/company/chartex
0,it-parsa,فناوری اطلاعات پارسا,0,2,2.0,2.0,1.0,908,https://jobguy.ir/company/it-parsa
0,fanapsoft-midhcoproject,فناپ سافت - پروژه میدکو,1,2,5.0,6.0,3.8,987,https://jobguy.ir/company/fanapsoft-midhcoproject
0,inten,اینتن,0,2,2.0,4.0,4.6,280,https://jobguy.ir/company/inten
0,radin-system,رادین سیستم تدبیر افق,0,2,1.8,1.8,3.6,550,https://jobguy.ir/company/radin-system
0,andishe-computer,اندیشه کامپیوتر,0,2,3.0,6.0,2.4,453,https://jobguy.ir/company/andishe-computer
0,mammutsystems,ماموت مدیریت سیستم ها,0,2,4.0,6.5,2.6,255,https://jobguy.ir/company/mammutsystems
0,lahzenegar,لحظه نگار,0,2,6.0,6.0,4.5,597,https://jobguy.ir/company/lahzenegar
0,faradid-payesh-system,فراديد پایش سیستم,0,2,0.0,1.7,1.1,632,https://jobguy.ir/company/faradid-payesh-system
0,tariana,تاریانا,0,2,1.0,1.0,1.0,239,https://jobguy.ir/company/tariana
0,javan-web,وب جوان,0,2,0.5,1.0,1.0,526,https://jobguy.ir/company/javan-web
0,paak-charkh-iranian,پاک چرخ ایرانیان,0,2,3.0,3.0,1.0,273,https://jobguy.ir/company/paak-charkh-iranian
0,mteam,مطهر نت پارس,1,2,0.0,2.5,1.2,628,https://jobguy.ir/company/mteam
0,bseco,برخط صنعت اسپادانا(دکانچه),0,2,0.3,2.0,4.9,387,https://jobguy.ir/company/bseco
0,4charkh,چارچرخ,0,2,1.0,1.5,1.0,188,https://jobguy.ir/company/4charkh
0,dehgardi,دهگردی,0,2,0.6,1.3,4.2,357,https://jobguy.ir/company/dehgardi
0,imen-daba-parsian,ایمن دابا پارسیان,0,2,0.0,4.5,4.6,164,https://jobguy.ir/company/imen-daba-parsian
0,dorsa-group-co,درسا رسانه هوشمند,0,2,3.0,5.0,1.3,241,https://jobguy.ir/company/dorsa-group-co
0,frotel,فروتل,0,2,2.0,2.4,3.3,407,https://jobguy.ir/company/frotel
0,behsaa,بهسا,0,2,0.1,8.0,4.0,505,https://jobguy.ir/company/behsaa
0,citynet,سیتی نت,0,2,2.3,2.3,2.0,342,https://jobguy.ir/company/citynet
0,entekhab-investment-development-group,گروه توسعه سرمایه گذاری انتخاب اسنوا,0,1,2.3,2.3,2.8,665,https://jobguy.ir/company/entekhab-investment-development-group
0,arya-hamrah-samane,آریا همراه سامانه,0,1,6.0,6.0,2.4,54,https://jobguy.ir/company/arya-hamrah-samane
0,iseikco,ايسيكو (خدمات صنعنتی ايران خودرو),0,1,6.0,6.0,3.0,349,https://jobguy.ir/company/iseikco
0,snapp-market,اسنپ مارکت,0,1,4.0,4.0,1.2,568,https://jobguy.ir/company/snapp-market
0,fanap,فناپ,1,1,0.0,0.0,0.0,638,https://jobguy.ir/company/fanap
0,graph-media,گراف مدیا,0,1,2.6,2.6,2.0,387,https://jobguy.ir/company/graph-media
0,ratin,آژانس دیجیتال مارکتینگ راتین,0,1,3.0,3.0,3.6,175,https://jobguy.ir/company/ratin
0,emrc,پژوهش بازار امروز,0,1,2.0,2.0,1.0,147,https://jobguy.ir/company/emrc
0,frb,فام راه بستر,0,1,1.5,1.5,3.8,237,https://jobguy.ir/company/frb
0,sepehrcc,رایانش ابری سپهر,0,1,2.0,2.0,1.0,99,https://jobguy.ir/company/sepehrcc
0,kaladeh,فروشگاه اینترنتی کالاده,0,1,35.0,35.0,5.0,678,https://jobguy.ir/company/kaladeh
0,iranicard,ایرانیکارت,1,1,4.0,4.0,3.2,372,https://jobguy.ir/company/iranicard
0,g-ads,جی ادز,0,1,2.5,2.5,5.0,249,https://jobguy.ir/company/g-ads
0,iropeyk,آیروپیک,0,1,1.5,1.5,2.8,74,https://jobguy.ir/company/iropeyk
0,yektanet,یکتانت,2,1,3.0,3.0,3.4,1570,https://jobguy.ir/company/yektanet
0,pouya-rasaneh,پویا رسانه,0,1,3.0,3.0,1.0,222,https://jobguy.ir/company/pouya-rasaneh
0,ba-bime,استارتاپ با بیمه,0,1,1.8,1.8,4.2,114,https://jobguy.ir/company/ba-bime
0,mihan-blockchain,میهن بلاکچین,0,1,0.0,0.0,0.0,234,https://jobguy.ir/company/mihan-blockchain
0,mrt-team,مهر رایانه تحریر,0,1,3.5,3.5,1.4,51,https://jobguy.ir/company/mrt-team
0,simedix,سیمدیکس,0,1,0.0,0.0,0.0,102,https://jobguy.ir/company/simedix
0,itp,پیشگامان فناوری اطلاعات کهکشان,1,1,3.0,3.0,1.0,233,https://jobguy.ir/company/itp
0,keisan,تهویه کیسان,0,1,5.0,5.0,5.0,216,https://jobguy.ir/company/keisan
0,iran-hotel-online,ایران هتل آنلاین,0,1,2.0,2.0,4.6,317,https://jobguy.ir/company/iran-hotel-online
0,sepidsystem,سپید سیستم,0,1,8.0,8.0,4.2,183,https://jobguy.ir/company/sepidsystem
0,webpars,وب پارس,0,1,1.5,1.5,3.2,270,https://jobguy.ir/company/webpars
0,orchid-pharmed,ارکید فارمد,0,1,4.0,4.0,2.2,909,https://jobguy.ir/company/orchid-pharmed
0,dejpaad-network-security-amp-engineering-co,شرکت مهندسی و ایمنی شبکه دژپاد,0,1,3.0,3.0,1.0,146,https://jobguy.ir/company/dejpaad-network-security-amp-engineering-co
0,kalavarzesh,کالاورزش,0,1,1.0,1.0,1.0,144,https://jobguy.ir/company/kalavarzesh
0,faranesh,فرانش,0,1,3.0,3.0,1.2,200,https://jobguy.ir/company/faranesh
0,iran-business-time,ایران بیزینس تایم,0,1,4.0,4.0,1.2,261,https://jobguy.ir/company/iran-business-time
0,danlex,دنلکس,0,1,3.0,3.0,1.2,212,https://jobguy.ir/company/danlex
0,pixels-amp-code,پیکسلز اند کد,0,1,8.0,8.0,2.4,116,https://jobguy.ir/company/pixels-amp-code
0,archive-med,آرشیو مد,0,1,3.0,3.0,1.2,321,https://jobguy.ir/company/archive-med
0,sadad,داده ورزی سداد,0,1,5.0,5.0,4.0,424,https://jobguy.ir/company/sadad
0,tozinsadr,توزین صدر,0,1,0.8,0.8,3.0,317,https://jobguy.ir/company/tozinsadr
0,radshid,مجموعه مهندسی رادشید,0,1,0.0,0.0,0.0,112,https://jobguy.ir/company/radshid
0,ertebatat-novin-faranam,ارتباطات نوین فرانام,1,1,3.0,3.0,2.0,700,https://jobguy.ir/company/ertebatat-novin-faranam
0,payeshgar-tadbir-afzar,پایشگر تدبیر افزار,0,1,3.0,3.0,2.2,80,https://jobguy.ir/company/payeshgar-tadbir-afzar
0,raya-vision,رایا ویژن,0,1,1.8,1.8,1.4,109,https://jobguy.ir/company/raya-vision
0,iranrenter,ایران رنتر,0,1,1.6,1.6,3.0,632,https://jobguy.ir/company/iranrenter
0,golrang-system,گلرنگ سیستم,1,1,7.0,7.0,3.2,811,https://jobguy.ir/company/golrang-system
0,shabih-sazan-mantegh,شبیه سازان منطق,0,1,2.2,2.2,3.4,184,https://jobguy.ir/company/shabih-sazan-mantegh
0,sabacell,صباسل,1,1,4.6,4.6,3.0,342,https://jobguy.ir/company/sabacell
0,parsa,پردازش الکترونیک راشد سامانه ( پارسا ),0,1,4.0,4.0,1.4,239,https://jobguy.ir/company/parsa
0,dunro,دانرو,0,1,7.0,7.0,3.0,1400,https://jobguy.ir/company/dunro
0,mr-estate,آقای املاک,0,1,5.0,5.0,5.0,270,https://jobguy.ir/company/mr-estate
0,asa,ویستا سامانه آسا,0,1,3.0,3.0,1.0,423,https://jobguy.ir/company/asa
0,hami-system-sharif,حامی سیستم شریف,1,1,4.0,4.0,1.6,864,https://jobguy.ir/company/hami-system-sharif
0,carpino,کارپینو,0,1,3.5,3.5,1.4,208,https://jobguy.ir/company/carpino
0,meghdad-it,مقداد آی تی,1,1,0.0,0.0,0.0,268,https://jobguy.ir/company/meghdad-it
0,ir4t,اریسمان سفر,0,1,1.0,1.0,1.0,129,https://jobguy.ir/company/ir4t
0,mr-haghighi,مستر حقیقی,0,1,4.0,4.0,4.8,231,https://jobguy.ir/company/mr-haghighi
0,kamrad-asa-industry,آسا صنعت کامراد,0,1,5.0,5.0,5.0,326,https://jobguy.ir/company/kamrad-asa-industry
0,isqi,شرکت کیفیت و بازرسی استاندارد ایران,0,1,2.0,2.0,2.6,189,https://jobguy.ir/company/isqi
0,pars-sepano-data,سپانو داده پارس,0,1,2.5,2.5,3.4,194,https://jobguy.ir/company/pars-sepano-data
0,danesh-pazhouhan,دانش پژوهان,0,1,1.4,1.4,5.0,246,https://jobguy.ir/company/danesh-pazhouhan
0,bsuperior-system-ltd,برترسافت,0,1,0.0,0.0,0.0,234,https://jobguy.ir/company/bsuperior-system-ltd
0,ghadir-design-amp-processing-co,طرح و پردازش غدیر,0,1,0.0,0.0,0.0,243,https://jobguy.ir/company/ghadir-design-amp-processing-co
0,huawei-agent-in-iran,نمایندگی هوآوی در ایران,1,1,1.4,1.4,2.6,747,https://jobguy.ir/company/huawei-agent-in-iran
0,ansar-bank,بانک انصار,0,1,2.0,2.0,2.0,133,https://jobguy.ir/company/ansar-bank
0,brtech,فناوری پرتو آبی پارسیان,0,1,10.0,10.0,4.2,572,https://jobguy.ir/company/brtech
0,linova,لینووا,0,1,1.5,1.5,4.4,159,https://jobguy.ir/company/linova
0,iran-talent,ایران تلنت,1,1,6.0,6.0,2.0,744,https://jobguy.ir/company/iran-talent
0,farzam-insurance-broker,کارگزاری رسمی بیمه فرزام,2,1,2.0,2.0,1.2,255,https://jobguy.ir/company/farzam-insurance-broker
0,rdsysco,رایا دیار سیستم,0,1,4.0,4.0,1.4,1071,https://jobguy.ir/company/rdsysco
0,negaaran-sign,نگاران ساین,0,1,3.9,3.9,1.2,71,https://jobguy.ir/company/negaaran-sign
0,kanoon-ghalamchi,کانون فرهنگی آموزش,0,1,0.5,0.5,1.2,110,https://jobguy.ir/company/kanoon-ghalamchi
0,negin-advertising-agency,نگین تبلیغات,0,1,3.5,3.5,1.4,288,https://jobguy.ir/company/negin-advertising-agency
0,oferkala,آفرکالا,0,1,1.7,1.7,4.6,167,https://jobguy.ir/company/oferkala
0,divar,سایت اینترنتی دیوار,1,1,9.0,9.0,5.0,1057,https://jobguy.ir/company/divar
0,blue-amp-p-infrastructure-group,بلو اند پی,1,1,2.5,2.5,1.2,669,https://jobguy.ir/company/blue-amp-p-infrastructure-group
0,hamim,حمیم,1,1,0.0,0.0,0.0,301,https://jobguy.ir/company/hamim
0,sepehr-net-iranian,سپهرنت ایرانیان,0,1,3.5,3.5,2.6,246,https://jobguy.ir/company/sepehr-net-iranian
0,kia-kooshyar,کیا کوشیار رایانه,0,1,2.0,2.0,5.0,200,https://jobguy.ir/company/kia-kooshyar
0,irantom,ایران تام,2,1,7.0,7.0,4.4,985,https://jobguy.ir/company/irantom
0,rahavard,ره آورد,0,1,3.0,3.0,2.0,244,https://jobguy.ir/company/rahavard
0,atieh-dadeh-pardaz,آتیه داده پرداز,0,1,6.0,6.0,2.0,114,https://jobguy.ir/company/atieh-dadeh-pardaz
0,rajman-information-structures,سازه های اطلاعاتی راژمان,1,1,3.3,3.3,4.4,604,https://jobguy.ir/company/rajman-information-structures
0,shaygan-mehr-apadana,شایگان مهر آپادانا,0,1,3.5,3.5,1.0,263,https://jobguy.ir/company/shaygan-mehr-apadana
0,jiring,پرداخت اول کیش (جیرینگ),0,1,4.7,4.7,1.0,245,https://jobguy.ir/company/jiring
0,safir-english-language-academy,موسسه زبان سفیر گفتمان,0,1,1.6,1.6,4.0,672,https://jobguy.ir/company/safir-english-language-academy
0,exon-vision,اکسون ویژن,0,1,3.0,3.0,2.4,285,https://jobguy.ir/company/exon-vision
0,blue-lotka-kish,لتکا آبی کیش,0,1,20.0,20.0,4.8,246,https://jobguy.ir/company/blue-lotka-kish
0,edsub,ادصاب,0,1,3.0,3.0,2.2,68,https://jobguy.ir/company/edsub
0,aya-business-school,مدرسه کسب و کار آیا,0,1,1.7,1.7,1.0,252,https://jobguy.ir/company/aya-business-school
0,adilar,آدیلار,0,1,3.0,3.0,5.0,764,https://jobguy.ir/company/adilar
0,solar,مدیریت پروژه نیروگاه های سولار,0,1,0.0,0.0,0.0,99,https://jobguy.ir/company/solar
0,tarjomic,ترجمیک,0,1,2.0,2.0,4.8,76,https://jobguy.ir/company/tarjomic
0,atlas-raya,اطلس رایا,0,1,1.2,1.2,1.4,546,https://jobguy.ir/company/atlas-raya
0,safir-asia-vision-sav-safety,سفیر آسیا ویژن,0,1,1.8,1.8,1.0,67,https://jobguy.ir/company/safir-asia-vision-sav-safety
0,kafe-niaz,کافه نیاز,0,1,2.0,2.0,5.0,307,https://jobguy.ir/company/kafe-niaz
0,pooyandegan-novin-pezeshki-kian,پویندگان نوین پزشکی کیان,0,1,2.5,2.5,1.0,197,https://jobguy.ir/company/pooyandegan-novin-pezeshki-kian
0,freeket,فریکت,0,1,1.0,1.0,4.8,362,https://jobguy.ir/company/freeket
0,zarsima-ara-l039oreal-exclusive-distributor,زرسیما آرا,0,1,3.0,3.0,2.4,245,https://jobguy.ir/company/zarsima-ara-l039oreal-exclusive-distributor
0,parham-resaneh,پرهام رسانه,0,1,3.0,3.0,4.6,282,https://jobguy.ir/company/parham-resaneh
0,top-advert,تاپ ادورت,0,1,2.0,2.0,5.0,257,https://jobguy.ir/company/top-advert
0,tava-commercial-group,بازرگانی تاوا,0,1,1.5,1.5,5.0,289,https://jobguy.ir/company/tava-commercial-group
0,shokkoh-taam-varna,شکوه طعام وارنا,0,1,5.0,5.0,5.0,116,https://jobguy.ir/company/shokkoh-taam-varna
0,monta-group,مجموعه آموزشی منتا,0,1,0.6,0.6,1.0,142,https://jobguy.ir/company/monta-group
0,vira-afzar-infrastructure-developement,توسعه زیرساخت ویرا افزار,0,1,0.0,0.0,5.0,225,https://jobguy.ir/company/vira-afzar-infrastructure-developement
0,arian-padra-sanaat,آرین پادرا صنعت,0,1,3.0,3.0,4.2,370,https://jobguy.ir/company/arian-padra-sanaat
0,paytakht-fanavari,آموزشگاه پایتخت فناوری,0,1,3.4,3.4,5.0,349,https://jobguy.ir/company/paytakht-fanavari
0,amuzeshgah-odaba,آموزشگاه زبان ادبا,0,1,0.0,0.0,0.0,93,https://jobguy.ir/company/amuzeshgah-odaba
0,arshin-azarmehr,آرشین آذرمهر,0,1,0.0,0.0,2.4,327,https://jobguy.ir/company/arshin-azarmehr
0,ryan-tose-paya,رایان توسعه پایا,0,1,2.0,2.0,3.8,148,https://jobguy.ir/company/ryan-tose-paya
0,afrawood,افرا چوب سبز ایرانیان,0,1,1.4,1.4,1.6,200,https://jobguy.ir/company/afrawood
0,bampf-services,کارآفرینان توسعه میهن ماندگار,0,1,1.5,1.5,1.0,187,https://jobguy.ir/company/bampf-services
0,rooyan-darou,رویان دارو,0,1,1.7,1.7,4.2,283,https://jobguy.ir/company/rooyan-darou
0,heyva,مرکز مشاوره هیوا,0,1,1.2,1.2,1.8,315,https://jobguy.ir/company/heyva
0,malekmoghava,ملک مقوا,0,1,14.4,14.4,4.4,188,https://jobguy.ir/company/malekmoghava
0,payvast-software-group,گروه نرم افزاری پیوست,1,1,2.0,2.0,1.0,399,https://jobguy.ir/company/payvast-software-group
0,future-wave-ultratech,موج آینده فرافن,3,1,1.8,1.8,4.8,1186,https://jobguy.ir/company/future-wave-ultratech
0,delta,دلتا,2,1,2.0,2.0,1.2,480,https://jobguy.ir/company/delta
0,dehbazar,ده بازار,0,1,5.0,5.0,5.0,272,https://jobguy.ir/company/dehbazar
0,peeyade,پیاده,0,1,5.0,5.0,1.6,137,https://jobguy.ir/company/peeyade
0,taban-shahr,کانون تابان شهر,0,1,2.0,2.0,1.0,158,https://jobguy.ir/company/taban-shahr
0,behsazan-mellat,بهسازان ملت,1,1,7.0,7.0,5.0,731,https://jobguy.ir/company/behsazan-mellat
0,kado-card,کادو کارت,1,1,2.7,2.7,1.0,311,https://jobguy.ir/company/kado-card
0,arshcentre,خدمات روز تجارت الکترونیک عرش,1,1,4.0,4.0,2.4,477,https://jobguy.ir/company/arshcentre
0,hesab-rayan,حساب رایان,0,1,4.5,4.5,3.8,202,https://jobguy.ir/company/hesab-rayan
0,mobinnet,ارتباطات مبین نت,0,1,3.2,3.2,3.8,260,https://jobguy.ir/company/mobinnet
0,foodil,فودیل,0,1,3.0,3.0,4.6,113,https://jobguy.ir/company/foodil
0,dotin,نرم افزاری داتیس آرین قشم,2,1,3.0,3.0,3.2,1058,https://jobguy.ir/company/dotin
0,boorsika,تجارت الکترونیک نیک رآی,0,1,5.0,5.0,4.6,82,https://jobguy.ir/company/boorsika
0,amnpardazan,امن پردازان کویر,0,1,4.2,4.2,3.2,139,https://jobguy.ir/company/amnpardazan
0,mabna-telecom,گسترش ارتباطات مبنا,0,1,0.0,0.0,0.0,177,https://jobguy.ir/company/mabna-telecom
0,tomax,توماکس,0,1,1.5,1.5,1.2,44,https://jobguy.ir/company/tomax
0,mootanroo-online-store,فروشگاه اینترنتی مو تن رو,0,1,4.0,4.0,3.8,194,https://jobguy.ir/company/mootanroo-online-store
0,sanjesh-afzar-asia,سنجش افزار آسیا,0,1,1.2,1.2,4.6,53,https://jobguy.ir/company/sanjesh-afzar-asia
0,mr-tiko,مستر تیکو,0,1,3.0,3.0,4.6,108,https://jobguy.ir/company/mr-tiko
0,behson,بهسون,0,1,0.0,0.0,1.0,42,https://jobguy.ir/company/behson
0,jambod,جامبد,1,1,6.0,6.0,2.2,302,https://jobguy.ir/company/jambod
0,amrcorporation,توسعه تجارت آمر,0,1,0.0,0.0,0.0,180,https://jobguy.ir/company/amrcorporation
0,rayan-andisheh-nasr,رایان اندیشه نصر,0,1,2.2,2.2,1.4,140,https://jobguy.ir/company/rayan-andisheh-nasr
0,dca-kala,دی سی ای کالا,0,1,0.0,0.0,4.0,201,https://jobguy.ir/company/dca-kala
0,didar,دیدار,0,1,4.0,4.0,4.2,96,https://jobguy.ir/company/didar
0,kanoon-iran-novin,کانون ایران نوین,0,1,9.0,9.0,1.4,336,https://jobguy.ir/company/kanoon-iran-novin
0,abnoos-electronic-tools,ابزار الکترونیک آبنوس,0,1,3.0,3.0,1.0,135,https://jobguy.ir/company/abnoos-electronic-tools
0,farhikhtegan,فرهیختگان علم و صنعت,0,1,2.7,2.7,2.2,140,https://jobguy.ir/company/farhikhtegan
0,smartup-ventures,اسمارت آپ ونچرز,0,1,0.5,0.5,4.4,76,https://jobguy.ir/company/smartup-ventures
0,soroosh-pardaz,سروش پرداز,0,1,1.8,1.8,2.2,51,https://jobguy.ir/company/soroosh-pardaz
0,persis-data-processors,داده پردازان پرسیس پویا,0,1,1.4,1.4,4.6,264,https://jobguy.ir/company/persis-data-processors
0,ernyka,گروه نوآوری فناوری اطلاعات ارنیکا,0,1,20.0,20.0,3.0,308,https://jobguy.ir/company/ernyka
0,jabiz-parda,ژابیز پردا,0,1,3.5,3.5,2.8,69,https://jobguy.ir/company/jabiz-parda
0,ramak-dairy,فرآورده های لبنی رامک,0,1,5.0,5.0,2.2,89,https://jobguy.ir/company/ramak-dairy
0,mollasadra,موسسه ملاصدرا,1,1,0.7,0.7,2.4,242,https://jobguy.ir/company/mollasadra
0,saba-toyor-pars,صبا طیور پارس,0,1,0.0,0.0,0.0,261,https://jobguy.ir/company/saba-toyor-pars
0,artiash,آرتیاش,0,1,1.5,1.5,2.0,55,https://jobguy.ir/company/artiash
0,modiriat-farda,مدیریت فردا اندیشه آرنا,0,1,3.5,3.5,5.0,289,https://jobguy.ir/company/modiriat-farda
0,hami-mohajer,حامی مهاجر,0,1,0.5,0.5,4.6,186,https://jobguy.ir/company/hami-mohajer
0,setiran,ستیران,0,1,1.5,1.5,3.6,93,https://jobguy.ir/company/setiran
0,codeiran,کد ایران,1,1,3.0,3.0,1.2,302,https://jobguy.ir/company/codeiran
0,fandogh-apps,فندق اپس,0,1,2.2,2.2,3.8,109,https://jobguy.ir/company/fandogh-apps
